id,id_str,screen_name,location,description,description_en,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,name,bot
7.65e+17,7.65E+17,wisdom_exe,,"hi i know things, i'll teach you some of them. bot by @cblgh","hi i know things, i'll teach you some of them. bot by @cblgh",,26,0,9,Sat Aug 13 17:43:45 +0000 2016,0,FALSE,1317,en,FALSE,FALSE,FALSE,wisdom_exe,1
2968853345,2968853345,loops_enhancers,,"Everything about chromatin, enhancers and genome architecture. Manually picked by @IvKrivega","Everything about chromatin, enhancers and genome architecture. Manually picked by @IvKrivega",,1727,1030,38,1/9/2015 0:08,117,FALSE,1639,en,FALSE,FALSE,FALSE,Enhancer/loops paper,1
2176172629,2176172629,BestOfRHP,,"Legitimate reviews loved by 100% people, every 30 minutes","Legitimate reviews loved by 100% people, every 30 minutes",,35,3,17,Tue Nov 05 14:19:43 +0000 2013,0,FALSE,53057,en,TRUE,FALSE,FALSE,Best of RHP,1
2954851826,2954851826,lazont26,"Lapeer, United States",OTF GLOCKBOYZ,OTF GLOCKBOYZ,,21,2033,1,1/1/2015 13:18,317,FALSE,403,en,FALSE,FALSE,FALSE,Spencer Williams,1
2858198984,2858198984,GameOfLifeBot,,GIFs of Conway's Game of Life simulated for 100 generations from a random initial seed. A bot by @gangles.,GIFs of Conway's Game of Life simulated for 100 generations from a random initial seed. A bot by @gangles.,https://t.co/MytDi3VQ9g,85,1,0,Thu Oct 16 15:40:23 +0000 2014,0,FALSE,1000,en,TRUE,FALSE,FALSE,Game of Life Bot,1
7.03e+17,7.03E+17,softlandscapes,,every 6 hours - by @v21,every 6 hours - by @v21,https://t.co/uQeCVnQrg9,10280,1,270,Thu Feb 25 23:55:26 +0000 2016,0,FALSE,1592,en-gb,FALSE,FALSE,FALSE,soft landscapes,1
4092817997,"""4092817997""","""DigitalSkyz""","""Anna Maria, FL""","""#inboundmarketing #FacebookAdvertising #directresponsemarketing Digital Skyz is Facebook Ads Customer Acquisition.""","""#inboundmarketing #FacebookAdvertising #directresponsemarketing Digital Skyz is Facebook Ads Customer Acquisition.""","""https://t.co/ZqMPuW2f1p""",13091,10734,2490,"""Sun Nov 01 21:53:05 +0000 2015""",1005,FALSE,53518,"""en""",FALSE,FALSE,FALSE,"""Digital Skyz""",1
2797043438,2797043438,a_quilt_bot,swatchspace,Tweet pictures at me and I'll try to reproduce them using quilt fabric. (made by @bobpoekert),Tweet pictures at me and I'll try to reproduce them using quilt fabric. (made by @bobpoekert),http://t.co/yxVDLzBrTX,2896,2,225,9/8/2014 1:55,15,FALSE,113733,en,TRUE,FALSE,FALSE,Quilt Bot,1
2434638296,2434638296,BrandLover7,,"Just a normal teen/future marketer who LOVES #brands! Check out my stream to see me shout out the coolest, most #innovative brands on Twitter and around the web","Just a normal teen/future marketer who LOVES #brands! Check out my stream to see me shout out the coolest, most #innovative brands on Twitter and around the web",,882,231,11,Wed Apr 09 00:44:02 +0000 2014,3,FALSE,2826,en,TRUE,FALSE,FALSE,I Love Brands!,1
2321400158,2321400158,sextexchange,in your DMs,"A project by @brendanadkins and many, many other people. The whole sext: thing was @TriciaLockwood's idea. Be careful, be generous, be kind.","A project by @brendanadkins and many, many other people. The whole sext: thing was @TriciaLockwood's idea. Be careful, be generous, be kind.",https://t.co/TLvwv3TFjj,1374,2102,13,Fri Jan 31 21:54:09 +0000 2014,2,FALSE,114,en,TRUE,FALSE,FALSE,The Sext Exchange,1
2308653516,2308653516,PERMUTANT,,Daily permutational poem. Inspired by Brion Gysin. Coded by @zachwhalen.,Daily permutational poem. Inspired by Brion Gysin. Coded by @zachwhalen.,http://t.co/WgpjC5CStf,318,4,44,Fri Jan 24 16:53:48 +0000 2014,0,FALSE,128811,en,FALSE,FALSE,FALSE,I AM THAT I AM,1
2569325665,2569325665,gritty_rebot,gritty reboot of the internet,"a darker, edgier bot that appeals to today's audience // by @igowen // #botALLY","a darker, edgier bot that appeals to today's audience // by @igowen // #botALLY",,80,0,21,Sun Jun 15 16:41:54 +0000 2014,0,FALSE,39803,en,TRUE,FALSE,FALSE,gritty rebot,1
3562632257,3562632257,modernart_exe,,"Randomly generated meta-Dada: descriptions of statistically likely works of modern art, extracted from MoMA's collection database. Bot by @aparrish.","Randomly generated meta-Dada: descriptions of statistically likely works of modern art, extracted from MoMA's collection database. Bot by @aparrish.",http://t.co/NvexPAokK8,182,0,27,Sun Sep 06 04:42:05 +0000 2015,0,FALSE,3322,en,TRUE,FALSE,FALSE,ModernArt.exe,1
4844213258,4844213258,ZEazr1987,"Jerseyville, United States",Give me a museum and I'll fill it.,Give me a museum and I'll fill it.,,1,315,0,2/1/2016 10:53,13,FALSE,27,en,TRUE,FALSE,FALSE,ZEazr1987,1
3173956797,3173956797,alt_text_bot,,Mention me with an image to get a description (sign up at http://t.co/nFtRrN21ep). Bot created by @ckundo,Mention me with an image to get a description (sign up at http://t.co/nFtRrN21ep). Bot created by @ckundo,http://t.co/nFtRrN21ep,299,0,24,Thu Apr 16 20:11:00 +0000 2015,0,FALSE,14332,en,TRUE,TRUE,FALSE,Alt Text Bot,1
2383901592,2383901592,TE_papers,,I am a twitterbot posting #transposable element papers from #PubMed and #bioRxiv. Curated by @nels42,I am a twitterbot posting #transposable element papers from #PubMed and #bioRxiv. Curated by @nels42,,372,0,12,3/11/2014 15:47,0,FALSE,2714,en-gb,TRUE,FALSE,FALSE,Keeping up with TEs,1
1707905293,1707905293,TheCitizenKanes,,Everyone's looking for the Citizen Kane of games. Why is no one looking for these instead?,Everyone's looking for the Citizen Kane of games. Why is no one looking for these instead?,http://t.co/HYhhaBmsHp,80,0,10,Wed Aug 28 17:50:20 +0000 2013,1,FALSE,4854,en,TRUE,FALSE,FALSE,The Citizen Kanes,1
4825511240,4825511240,zaynecgray83,"Mankato city, MN, USA",Faith is taking the first step even when you don't see the whole staircase.,Faith is taking the first step even when you don't see the whole staircase.,,3,314,0,1/28/2016 12:47,34,FALSE,56,en,TRUE,FALSE,FALSE,Zayne Gray,1
8.12e+17,8.12E+17,zozioevd,"Providence, USA",You don't take a photograph; you make it.,You don't take a photograph; you make it.,,2,276,0,12/23/2016 15:37,23,FALSE,23,en,TRUE,FALSE,FALSE,zozioevd,1
2611140739,2611140739,NaiveQuestions,,,,,1084,1368,43,Tue Jul 08 05:54:11 +0000 2014,0,FALSE,10281,en,TRUE,FALSE,FALSE,NaÌøve Bot Questions,1
2220192716,2220192716,madamezolbot,,"Two horoscopes a day. Armchair mystic, certified astrologist, robot.","Two horoscopes a day. Armchair mystic, certified astrologist, robot.",,31,1,8,Thu Nov 28 18:42:10 +0000 2013,0,FALSE,4911,en,FALSE,FALSE,FALSE,Madame Zolbot,1
3459158057,3459158057,JohnOliverBot,New York,What will John Oliver DESTROY next? A @ThisIsFusion bot. http://t.co/TITeSH2I5J,What will John Oliver DESTROY next? A @ThisIsFusion bot. http://t.co/TITeSH2I5J,,1628,4,7,Thu Aug 27 15:54:12 +0000 2015,3,FALSE,5155,en,TRUE,FALSE,FALSE,JohnOliverBot,1
231739340,231739340,pipika_bot,,"This is a Pikachu bot from the Pokémon series. It currently has no purpose to be someone's (Ash, Red?) Pikachu. He will be interactable eventually.","This is a Pikachu bot from the Pokémon series. It currently has no purpose to be someone's (Ash, Red?) Pikachu. He will be interactable eventually.",,1510,2126,20,12/29/2010 9:52,0,FALSE,207479,en,FALSE,FALSE,FALSE,Pika Chu,1
188929163,"""188929163""","""ComicBookTalks""","""""","""Everything Comic related! (I own no content posted)""","""Everything Comic related! (I own no content posted)""",null,109901,85639,650,"""Thu Sep 09 23:05:04 +0000 2010""",3550,FALSE,455,"""en""",TRUE,FALSE,FALSE,"""Comic Fans""",1
3616988064,3616988064,tinydnd,ON HIATUS UNTIL MID-DECEMBER,you are likely to be eaten by a tiny grue // follow me for adventures // #botALLY // by @doeg,you are likely to be eaten by a tiny grue // follow me for adventures // #botALLY // by @doeg,,197,0,11,Sat Sep 19 15:04:41 +0000 2015,0,FALSE,199,en,FALSE,FALSE,FALSE,tinydnd ‰Ï beta ‰Ï,1
1219407739,1219407739,NatureArticles,USA,"Topics, news and more about nature.","Topics, news and more about nature.",,6465,5916,133,2/25/2013 17:35,0,FALSE,18513,en,FALSE,FALSE,FALSE,Nature Articles,1
8.32e+17,8.32E+17,tahjaylee,,,,,3,114,0,2/14/2017 22:29,2,FALSE,1,en,TRUE,TRUE,FALSE,Personlol,1
7.36e+17,7.36E+17,bxv_cell,"University of Sussex, England","Alert for pre-print manuscripts in Cell biology, sources bioarxiv #openaccess #cell #cellbiol by @wpgilks","Alert for pre-print manuscripts in Cell biology, sources bioarxiv #openaccess #cell #cellbiol by @wpgilks",,88,29,4,5/27/2016 23:47,0,FALSE,178,en,TRUE,FALSE,FALSE,bxv_cell,1
3354932639,3354932639,jajlang,,"Defining a new API is easy, all you need is a thesaurus! Special thanks to SCOTUS for refusing cert on Oracle v. Google. (by @alicemazzy)","Defining a new API is easy, all you need is a thesaurus! Special thanks to SCOTUS for refusing cert on Oracle v. Google. (by @alicemazzy)",https://t.co/xoih6a0ldc,32,1,9,Thu Jul 02 11:55:55 +0000 2015,0,FALSE,2290,en,TRUE,FALSE,FALSE,JAJ Ain't Java!,1
2414970410,2414970410,BoatNameBot,,"I'm a bot just trying to make my way. I post uncommon boat names from http://t.co/Q5PRR8ikJ4. A @leonardr production, 3x/day","I'm a bot just trying to make my way. I post uncommon boat names from http://t.co/Q5PRR8ikJ4. A @leonardr production, 3x/day",,130,0,0,Thu Mar 27 22:30:35 +0000 2014,0,FALSE,3190,en,TRUE,FALSE,FALSE,Boat Names,1
4848983413,4848983413,debbyr83,"Linn Creek city, MO, USA","The Mole Hole of Myrtle Beach,SC has been in business since 1978. We have the experience and selection to ensure our customers find something unique and special","The Mole Hole of Myrtle Beach,SC has been in business since 1978. We have the experience and selection to ensure our customers find something unique and special",,2,334,0,2/2/2016 11:10,19,FALSE,27,en,TRUE,FALSE,FALSE,Debby Garcia,1
7.96e+17,7.96E+17,cat_namer,Cat Cafí©,Does what it says on the tin (of tuna). 2/day + replies. Bot by @tullyhansen. #NaBoMaMo #07,Does what it says on the tin (of tuna). 2/day + replies. Bot by @tullyhansen. #NaBoMaMo #07,https://t.co/dv4SmYI9xP,6,3,7,Tue Nov 08 00:44:07 +0000 2016,0,FALSE,253,en,TRUE,FALSE,FALSE,Pun Names for Cats,1
4607643553,4607643553,bexley2222,,,,,276,540,6,12/20/2015 0:19,21524,FALSE,3062,en,TRUE,FALSE,TRUE,Castielmyangel,1
2273753949,2273753949,Goombot,World 1-1,Bringing you all the #GoombaNews as it happens.,Bringing you all the #GoombaNews as it happens.,,887,0,14,Fri Jan 10 22:43:15 +0000 2014,20624,FALSE,43512,en,FALSE,FALSE,FALSE,Goombot,1
2902760214,2902760214,garbageemoji,Internet,An homage to https://t.co/uQEibMb7Ri and a celebration of your deletes. DOES NOT LOG DELETED TWEETS (just detects them). Bot by @negatendo.,An homage to https://t.co/uQEibMb7Ri and a celebration of your deletes. DOES NOT LOG DELETED TWEETS (just detects them). Bot by @negatendo.,,47,45,10,Mon Nov 17 13:53:57 +0000 2014,113,FALSE,1752,en,TRUE,FALSE,FALSE,garbage emoji,1
8.16e+17,8.16E+17,ShamielAlli,,,,None,1,42,0,Sun Mar 12 01:06:46 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,Shamiel alli,1
1591657148,1591657148,JustToSayBot,the icebox,you were probably saving them for breakfast. srry.,you were probably saving them for breakfast. srry.,http://t.co/jzW78xdOk4,1461,197,134,7/13/2013 19:13,1,FALSE,23533,en,TRUE,FALSE,FALSE,This Is Just to Say,1
7.49e+17,7.49E+17,biorxiv_cellbio,,,,,128,0,6,7/1/2016 19:02,0,FALSE,151,en,TRUE,FALSE,FALSE,bioRxiv Cell Biology,1
7.4e+17,7.40E+17,Graceful_Dolans,,TURN ON NOTIFICATIONS‰Ï¬,TURN ON NOTIFICATIONS‰Ï¬,,806,4924,1,Tue Jun 07 06:14:19 +0000 2016,92,FALSE,19,en,TRUE,FALSE,FALSE,READ PINNED TWEET!!!,1
8.38e+17,8.38E+17,kazi_quaide,,,,None,0,14,0,Sun Mar 05 14:34:39 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,Kazi Quaide Azam,1
2553203947,2553203947,EveryGem,,Looking for the hidden gems among @everyword's tweets. Task will complete when you people start favoriting. Bot by @ckolderup #botALLY,Looking for the hidden gems among @everyword's tweets. Task will complete when you people start favoriting. Bot by @ckolderup #botALLY,,41,0,11,Sat Jun 07 19:42:55 +0000 2014,0,FALSE,300,en,TRUE,FALSE,FALSE,Every Gem,1
2999987369,2999987369,yayfrens,All around,Hello! I am a loving friend bot! @mossdogmusic and @inurashii created me (with help from @cirne) and I love you all very much!,Hello! I am a loving friend bot! @mossdogmusic and @inurashii created me (with help from @cirne) and I love you all very much!,,5418,4307,97,Mon Jan 26 17:21:54 +0000 2015,1,FALSE,45675,en,FALSE,FALSE,FALSE,Yayfrens Bot,1
2582951251,2582951251,dix6482,,"If someone has something bad to say about you, it's probably because they have nothing good to say about themselves.","If someone has something bad to say about you, it's probably because they have nothing good to say about themselves.",,98866,108366,122,6/22/2014 22:48,851,FALSE,868,en,FALSE,FALSE,FALSE,Mary Monser,1
8.25e+17,8.25E+17,yeahcolton_smit,"Brooklyn village, WI, USA",Life is better than death; I believe; if only because it is less boring; and because it has fresh peaches in it.,Life is better than death; I believe; if only because it is less boring; and because it has fresh peaches in it.,,0,240,0,1/26/2017 23:29,21,FALSE,13,en,TRUE,FALSE,FALSE,Colton Smith,1
8.41e+17,8.41E+17,kathking2017,"Menlo Park, CA",,,,3,156,0,13/03/2017 22:39,0,FALSE,2,en,TRUE,TRUE,FALSE,Kathleen King,1
7.13e+17,7.13E+17,AestheticDril,,"@dril's tweets, but for your home or office. A @dril you can bring home to your parents on Thanksgiving. #botALLY","@dril's tweets, but for your home or office. A @dril you can bring home to your parents on Thanksgiving. #botALLY",,904,0,19,Thu Mar 24 00:32:48 +0000 2016,0,FALSE,1123,en,FALSE,FALSE,FALSE,Aesthetic Dril,1
7.36e+17,7.36E+17,bxv_biochem,"University of Sussex, England","Alert for pre-print manuscripts about Biochemistry, sources biorxiv #openaccess #biochemistry #biochem by @wpgilks","Alert for pre-print manuscripts about Biochemistry, sources biorxiv #openaccess #biochemistry #biochem by @wpgilks",,35,54,2,5/27/2016 20:15,0,FALSE,114,en,TRUE,FALSE,FALSE,bxv_biochem,1
880414867,880414867,MobilityErnest,"Johannesburg, South Africa","multilevel marketing,mmm. monitec, zewang, achieveyodreams, E.T. C.","multilevel marketing,mmm. monitec, zewang, achieveyodreams, E.T. C.",,282,2205,0,14/10/2012 15:51,1,FALSE,3,en,TRUE,FALSE,TRUE,Ernest,1
2990633947,2990633947,AndromedaBot,,"Exploring Hubble's largest photo (69536x22230px), a little bit at a time. A bot by @joemfox. More info: http://t.co/auTvn3Cjl9","Exploring Hubble's largest photo (69536x22230px), a little bit at a time. A bot by @joemfox. More info: http://t.co/auTvn3Cjl9",,3588,0,135,Tue Jan 20 03:42:02 +0000 2015,0,FALSE,18413,en,FALSE,FALSE,FALSE,‰ÏüAndromeda‰Ïü,1
2976541239,2976541239,TheRiddlerBot,"Coimbra, Portugal","Solve the riddle by replying only the name of the person/character described! Created by @verhoevenben, @1vangro, @fvancesco, @pedrojmmartins at #codecampcc","Solve the riddle by replying only the name of the person/character described! Created by @verhoevenben, @1vangro, @fvancesco, @pedrojmmartins at #codecampcc",https://t.co/1v8BON9QpT,132,46,24,1/13/2015 15:10,740,FALSE,7346,en,TRUE,FALSE,FALSE,TheRiddlerBot,1
466186944,466186944,TINYiPhone,,"Automatic follow back account. Will automatically follow anyone back. To talk to me, mention me on my main.","Automatic follow back account. Will automatically follow anyone back. To talk to me, mention me on my main.",http://t.co/woDna3UtFv,3788,4466,41,1/17/2012 4:28,3,FALSE,297198,en,TRUE,FALSE,FALSE,Siri,1
3298808726,3298808726,everysword,,by @rainshapes,by @rainshapes,,67,0,17,Mon Jul 27 22:24:18 +0000 2015,0,FALSE,103,en,TRUE,FALSE,FALSE,Every Sword,1
2798464351,2798464351,metagenomic_lit,Microbiome,I'm a bot Tweeting newly published papers on metagenomics. Powered by IFTTT.,I'm a bot Tweeting newly published papers on metagenomics. Powered by IFTTT.,https://t.co/YE10egUojI,883,1,42,9/8/2014 18:51,0,FALSE,2574,en,TRUE,FALSE,FALSE,Metagenomics Papers,1
7.98e+17,7.98E+17,freezeframebot,,*record scratch* *freeze frame* You might be wondering how this bot got here. @lanewinfield made it and it tweets ~10x/day Rand YT videos + fav TV/movie trope,*record scratch* *freeze frame* You might be wondering how this bot got here. @lanewinfield made it and it tweets ~10x/day Rand YT videos + fav TV/movie trope,https://t.co/sQDDP0jRef,3835,1,77,Sun Nov 13 07:08:13 +0000 2016,1,FALSE,1432,en,TRUE,FALSE,FALSE,Freeze Frame Bot,1
2527490466,2527490466,Symbiosispapers,,"RSS feed of new symbiosis- and microbiome-related papers in PubMed. Managed by @KlassenLab. Image from wikimedia, public domain.","RSS feed of new symbiosis- and microbiome-related papers in PubMed. Managed by @KlassenLab. Image from wikimedia, public domain.",,410,0,29,5/27/2014 13:45,0,FALSE,7709,en,TRUE,FALSE,FALSE,Symbiosis papers,1
4676233934,4676233934,cihpom,Earth,,,,78,41,0,12/30/2015 4:20,6628,FALSE,4249,en,TRUE,FALSE,FALSE,__,1
2468912694,2468912694,AllTheLanguages,,Tweeting all the languages. All of them. Process should finish sometime in October 2015. Created by @OnnaAdele.,Tweeting all the languages. All of them. Process should finish sometime in October 2015. Created by @OnnaAdele.,,235,192,9,4/29/2014 7:38,4,FALSE,7875,en,TRUE,FALSE,FALSE,All The Languages,1
551241346,551241346,HellDudeREAL,HELL,"Extremely powerful being, do not insult me. THIS IS A COMEDY ACCOUNT FOR COMEDY","Extremely powerful being, do not insult me. THIS IS A COMEDY ACCOUNT FOR COMEDY",http://t.co/eHeCXls6tJ,530,2,18,4/11/2012 19:07,2,FALSE,298,en,FALSE,FALSE,FALSE,HELL DUDE,1
8.41e+17,8.41E+17,SueCoyle14,,,,None,0,30,0,Sun Mar 12 17:35:22 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,SueCoyle,1
1464676063,1464676063,EcoLog_L,,Bot that autotweets EcoLog-L posts. Not associated with EcoLog-L. May tweet replies out of order. Maintained by @EcoEvoGames.,Bot that autotweets EcoLog-L posts. Not associated with EcoLog-L. May tweet replies out of order. Maintained by @EcoEvoGames.,https://t.co/bzjlIMy1dU,2845,4,62,5/28/2013 13:18,0,FALSE,16272,en,FALSE,FALSE,FALSE,EcoLog-L,1
2380643641,2380643641,LinkRelations,,"Follow me for information on the hottest new IANA-registered link relations. A @leonardr bot, updated 1x/day.","Follow me for information on the hottest new IANA-registered link relations. A @leonardr bot, updated 1x/day.",http://t.co/3doEeoWckI,52,1,10,Sun Mar 09 15:37:39 +0000 2014,0,FALSE,80,en,TRUE,FALSE,FALSE,Link Relations,1
7.48e+17,7.48E+17,biorxiv_bioinfo,,,,,683,0,35,6/29/2016 18:23,0,FALSE,577,en,TRUE,FALSE,FALSE,bioRxiv Bioinfo,1
2227244780,2227244780,ICYMI,,"In case you missed any important events of the day, let's rewind a bit.","In case you missed any important events of the day, let's rewind a bit.",http://t.co/WXLq7P5Si7,173,0,13,Mon Dec 02 20:39:03 +0000 2013,0,FALSE,6893,en,TRUE,FALSE,FALSE,InCaseYouMissedIt,1
55637356,55637356,factretriever,,Knowledge connoisseurs changing the world one tweet at a time.,Knowledge connoisseurs changing the world one tweet at a time.,https://t.co/USW6AcpXNd,83215,12,1789,7/10/2009 19:03,45,FALSE,2063,en,FALSE,FALSE,FALSE,Fact Retriever,1
2513630942,2513630942,GodbyJean,,,,,6,17,0,21/05/2014 20:49,0,FALSE,1,en,TRUE,TRUE,FALSE,Jean Godby,1
2651794214,2651794214,KareninaClones,_Ï__„_¼___¡,Happy bots are all alike; every unhappy bot is unhappy in its own way. A bot by #botALLY @ddbeck,Happy bots are all alike; every unhappy bot is unhappy in its own way. A bot by #botALLY @ddbeck,https://t.co/bnnJSF5i6Q,10,2,4,Wed Jul 16 19:56:44 +0000 2014,0,FALSE,5775,en,TRUE,FALSE,FALSE,Karenina Clones,1
8.22e+17,8.22E+17,zuudveh,"North Loup village, NE, USA","Author of Reflections on Love, Lust and Life This book was 4 years in the making. Also a Yoga Teacher owner of Solis Yoga","Author of Reflections on Love, Lust and Life This book was 4 years in the making. Also a Yoga Teacher owner of Solis Yoga",,2,249,0,1/20/2017 11:21,14,FALSE,26,en,TRUE,FALSE,FALSE,zuudveh,1
2789424948,2789424948,litscraper,,,,,78,0,31,9/4/2014 9:22,0,FALSE,10130,en,TRUE,FALSE,FALSE,Literature Bot,1
4825633672,4825633672,_blackobs,,"Broadcasting live from covert surveillance cameras, one midnight observation at a time.","Broadcasting live from covert surveillance cameras, one midnight observation at a time.",https://t.co/GVlymckHnZ,82,0,9,1/18/2016 22:22,0,FALSE,4591,en,FALSE,FALSE,FALSE,blackobs,1
2789684485,2789684485,NDM_Papers,,"RSS feed from PubMed, that shows the most recent scientific papers from the Nuffield Department of Medicine, University of Oxford. Refreshes daily.","RSS feed from PubMed, that shows the most recent scientific papers from the Nuffield Department of Medicine, University of Oxford. Refreshes daily.",,87,0,9,9/4/2014 11:44,0,FALSE,2905,en,FALSE,FALSE,FALSE,NDMPapers,1
2790221535,"""2790221535""","""AnayaJarrett""","""""","""""","""""",null,3,21,0,"""Sun Sep 28 23:51:04 +0000 2014""",0,FALSE,0,"""en""",TRUE,TRUE,FALSE,"""kassanj""",1
3052480252,3052480252,edgetics_papers,,"New papers using the Vidal lab's interactome 'edgetics' approach (Zhong 2009), made by @biochemistries","New papers using the Vidal lab's interactome 'edgetics' approach (Zhong 2009), made by @biochemistries",https://t.co/fBUw60QBOL,11,0,6,2/22/2015 11:10,0,FALSE,52,en,TRUE,FALSE,FALSE,Edgetics papers,1
3871378581,3871378581,everyailment,Your Doctor's Office,Tweeting every code in the ICD-10-CM. A bot by @ddbeck.,Tweeting every code in the ICD-10-CM. A bot by @ddbeck.,https://t.co/ifMhG2MXVn,260,0,34,10/5/2015 13:31,0,FALSE,25155,en,TRUE,FALSE,FALSE,Every Ailment,1
2932198839,2932198839,ExtinctCatalog,Earth,"Every hour I'll tweet 1 of the 22482 species that are known to be in danger of extinction, which will last from 12/21/14 to 07/12/17. Project by @ianalanpaul","Every hour I'll tweet 1 of the 22482 species that are known to be in danger of extinction, which will last from 12/21/14 to 07/12/17. Project by @ianalanpaul",,291,1,17,Fri Dec 19 16:22:52 +0000 2014,30,FALSE,3223,en,FALSE,FALSE,FALSE,Extinction Catalog,1
2492221633,2492221633,GenerateAFace,,I'm just your average procedural avatar generating twitter bot. @bzgeb is my creator,I'm just your average procedural avatar generating twitter bot. @bzgeb is my creator,,159,6,26,Tue May 13 01:20:17 +0000 2014,0,FALSE,5019,en,TRUE,FALSE,FALSE,Procedural AvatarBot,1
2609591857,2609591857,penguinandhouse,,A penguin and random houses. A publishing industry satire by @aparrish. Profile image credit: https://t.co/nh8jzR95UQ,A penguin and random houses. A publishing industry satire by @aparrish. Profile image credit: https://t.co/nh8jzR95UQ,http://t.co/DvFcRN3FL2,40,0,15,Mon Jul 07 12:50:25 +0000 2014,0,FALSE,3921,en,TRUE,FALSE,FALSE,Penguin and House,1
2785658785,2785658785,badpng,,"PNG re-encoder. Message me images. I like line art and fields of solid color best (photos get me over-excited). Gfx by @mcclure111, bot by @thricedotted.","PNG re-encoder. Message me images. I like line art and fields of solid color best (photos get me over-excited). Gfx by @mcclure111, bot by @thricedotted.",https://t.co/LHylc1kj6K,1814,0,172,Tue Sep 02 09:45:19 +0000 2014,5106,FALSE,57061,en,TRUE,FALSE,FALSE,badpng bot,1
4840690236,4840690236,MIreilled28,"Pacific Junction city, IA, USA",Father. Writer. Producer. Actively seeking to become wiser everyday.,Father. Writer. Producer. Actively seeking to become wiser everyday.,,0,280,0,1/31/2016 17:12,21,FALSE,31,en,TRUE,FALSE,FALSE,MIreilled28,1
8.07e+17,8.07E+17,NAS6222,,,,None,0,9,0,Fri Jul 29 12:44:46 +0000 2016,0,FALSE,0,en,TRUE,TRUE,,Nick Smith,1
3364115985,3364115985,GWAS_lit,"University of Sussex, England",Publication alert for genome-wide association studies @genomic_pred @mendelian_lit @wpgilks,Publication alert for genome-wide association studies @genomic_pred @mendelian_lit @wpgilks,,806,85,32,7/7/2015 13:38,229,FALSE,1497,en-gb,FALSE,FALSE,FALSE,GWAS_lit,1
8.34e+17,8.34E+17,heyheyhayleighh,,FOLLOW @devonxxbt AND RETWEET/LIKE HER PINNED,FOLLOW @devonxxbt AND RETWEET/LIKE HER PINNED,,25,524,0,Mon Feb 20 07:34:40 +0000 2017,1,FALSE,1,en,TRUE,FALSE,FALSE,BIO PLS,1
2276411904,2276411904,SteemCodes,,"These might be Steam codes, but they probably aren't. By @tinysubversions","These might be Steam codes, but they probably aren't. By @tinysubversions",,77,1,27,Sat Jan 04 17:31:00 +0000 2014,0,FALSE,5057,en,TRUE,FALSE,FALSE,Steem Codes,1
8.26e+17,"""826304352243429376""","""HendersonPkmon""","""Henderson, NV""","""Henderson and Boulder City Pokemon Alerts""","""Henderson and Boulder City Pokemon Alerts""",null,140,0,2,"""Tue Jan 31 05:41:24 +0000 2017""",0,FALSE,16203,"""en""",TRUE,FALSE,FALSE,"""Henderson Poke Alert""",1
2798799669,2798799669,MenDoing,Everywhere,"Chronicling men doing things. // A bot by @tinysubversions, Powered By Giphy","Chronicling men doing things. // A bot by @tinysubversions, Powered By Giphy",,41,0,12,Wed Oct 01 19:59:55 +0000 2014,0,FALSE,2397,en,FALSE,FALSE,FALSE,Men Doing Things,1
4072868963,4072868963,wendyc_bot,,A bot that tweets every line said by Wendy Corduroy on Gravity Falls. Tweets every 60 minutes.,A bot that tweets every line said by Wendy Corduroy on Gravity Falls. Tweets every 60 minutes.,,1248,7,3,Fri Oct 30 05:04:25 +0000 2015,0,FALSE,11708,en,FALSE,FALSE,FALSE,Wendy Corduroy bot,1
7.98e+17,"""797847734019465216""","""IndyPokeAlertDT""","""Indianapolis, IN""","""Alerts for Downtown Indianapolis.""","""Alerts for Downtown Indianapolis.""","""https://t.co/Jrup7FGcAF""",662,3,6,"""Sun Nov 13 17:04:57 +0000 2016""",60,FALSE,29818,"""en""",TRUE,FALSE,FALSE,"""IndyPokeAlertDT""",1
4766415677,4766415677,letsplaysnake,,"Play with mentions by including either droite/right/‰_Á/haut/up/‰Â /gauche/left/‰ÂÉ/bas/down/‰Âà. The longer the snake the faster the game! 7am-22pm CEST, Mon-Fri.","Play with mentions by including either droite/right/‰_Á/haut/up/‰Â /gauche/left/‰ÂÉ/bas/down/‰Âà. The longer the snake the faster the game! 7am-22pm CEST, Mon-Fri.",https://t.co/eNkOcZ3SBg,49,1,6,1/10/2016 17:52,23,FALSE,9820,fr,FALSE,FALSE,FALSE,Let's play Snake,1
8.31e+17,8.31E+17,NoellaKarlson,,Anak Auhn Rmbulan A2R,Children Kuhn Rmbulan A2R,,0,35,0,Mon Feb 13 06:32:02 +0000 2017,58,FALSE,83,en,TRUE,FALSE,FALSE,Noella Karlson,1
